id,title,location,category,price,poster,date_posted,source,vertical,poster_type,subject_category,instruction_lang,level,classification,confidence,is_remote,reasoning,description_preview,description_source,was_reanalyzed,url
N/A,Cherche Cours d'arabe à Bourg-en-Bresse,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,"NLP Analysis: Ambiguous signals (remote: 0, onsite: 0)",N/A,listing_page,No,https://www.allovoisins.com/v/cours-d-arabe
N/A,Acheter une plante d'extérieur / plan de légume - Dénezé-sous-Doué,France,N/A,1€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,"NLP Analysis: Ambiguous signals (remote: 0, onsite: 0)",Plante d'extérieur / Plan de légume Dénezé-sous-Doué,detail_page,No,https://www.allovoisins.com/r/613/14/25920/0/location-Plante-d-exterieur-plan-de-legume-Deneze-sous-doue
N/A,Louer une surfaceuse ponceuse de sol - Notre-Dame-de-Riez,France,N/A,41€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,"NLP Analysis: Ambiguous signals (remote: 0, onsite: 0)",Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/279/3/42538/0/location-Surfaceuse-ponceuse-de-sol-Notre-dame-de-riez
N/A,Louer un nettoyeur haute pression / karcher - Envermeu,France,N/A,19€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,"NLP Analysis: Ambiguous signals (remote: 0, onsite: 0)",Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/490/11/39307/0/location-Nettoyeur-haute-pression-karcher-Envermeu
N/A,Cherche Garde périscolaire à Soulvache,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,"NLP Analysis: Ambiguous signals (remote: 0, onsite: 0)",N/A,listing_page,No,https://www.allovoisins.com/v/garde-periscolaire
N/A,Louer un nettoyeur haute pression / karcher - Meyzieu,France,N/A,19€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,"NLP Analysis: Ambiguous signals (remote: 0, onsite: 0)",Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/490/11/36301/0/location-Nettoyeur-haute-pression-karcher-Meyzieu
N/A,Location nettoyeur haute pression / karcher - Meyzieu,France,N/A,19€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,"NLP Analysis: Ambiguous signals (remote: 0, onsite: 0)",Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/490/11/36301/0/location-Nettoyeur-haute-pression-karcher-Meyzieu
N/A,Location siège auto - Montesson,France,N/A,1€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,"NLP Analysis: Ambiguous signals (remote: 0, onsite: 0)",Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/4183/71/40200/0/location-Siege-auto-Montesson
N/A,Location siège auto - Montesson,France,N/A,1€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,"NLP Analysis: Ambiguous signals (remote: 0, onsite: 0)",Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/4183/71/40200/0/location-Siege-auto-Montesson
N/A,Cherche Cours de guitare à Chevreuse,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,"NLP Analysis: Ambiguous signals (remote: 0, onsite: 0)",N/A,listing_page,No,https://www.allovoisins.com/r/0/234/0/0/service/Cours-de-guitare
N/A,Location tondeuse à gazon - Quint-Fonsegrives,France,N/A,15€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,"NLP Analysis: Ambiguous signals (remote: 0, onsite: 0)",Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/529/11/18855/0/location-Tondeuse-a-gazon-Quint-fonsegrives
N/A,Location niveau laser sur pied - Croix,France,N/A,15€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,"NLP Analysis: Ambiguous signals (remote: 0, onsite: 0)",Durée : 3 jours,detail_page,No,https://www.allovoisins.com/r/341/6/30761/0/location-Niveau-laser-sur-pied-Croix
N/A,Location maison / villa - Vigneux-sur-Seine,France,N/A,500€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,NLP Analysis: Strong on-site indicators (score: 2 vs 0),Durée : 365 jours,detail_page,No,https://www.allovoisins.com/r/4343/87/43871/0/location-Maison-villa-Vigneux-sur-seine
N/A,Location echelle - Saint-Alban,France,N/A,16€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,"NLP Analysis: Ambiguous signals (remote: 0, onsite: 0)",Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/289/4/18861/0/location-Echelle-Saint-alban
N/A,Location table (evènementiel) - Couëron,France,N/A,10€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,"NLP Analysis: Ambiguous signals (remote: 0, onsite: 0)",Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/1400/25/24144/0/location-Table-evenementiel-Coueron
N/A,Louer un box fermé / parking fermé / garage fermé - Le Neubourg,France,N/A,50€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,"NLP Analysis: Ambiguous signals (remote: 0, onsite: 0)",Durée : 365 jours,detail_page,No,https://www.allovoisins.com/r/4354/93/17035/0/location-Box-ferme-parking-ferme-garage-ferme-Le-neubourg
N/A,Louer une shampouineuse - Cugnaux,France,N/A,15€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,"NLP Analysis: Ambiguous signals (remote: 0, onsite: 0)",Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/199/2/18989/0/location-Shampouineuse-Cugnaux
N/A,Recherche Clôture Grillage à Sommepy-Tahure,France,N/A,N/A,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,"NLP Analysis: Ambiguous signals (remote: 0, onsite: 0)",N/A,listing_page,No,https://www.allovoisins.com/v/cloture-grillage
N/A,Louer une fourgonette 9/12 m3 - Perpignan,France,N/A,30€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,"NLP Analysis: Ambiguous signals (remote: 0, onsite: 0)",Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/4208/78/34962/0/location-Fourgonette-9-12-m3-Perpignan
N/A,Location château gonflable (matériel d'animation) - Montlhéry,France,N/A,100€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,"NLP Analysis: Ambiguous signals (remote: 0, onsite: 0)",Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/1470/27/46449/0/location-Chateau-gonflable-materiel-d-animation-Montlhery
N/A,Louer une remorque porte-voiture / remorque routière - Vignoux-sur-Barangeon,France,N/A,50€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,"NLP Analysis: Ambiguous signals (remote: 0, onsite: 0)",Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/5337/79/13266/0/location-Remorque-porte-voiture-remorque-routiere-Vignoux-sur-barangeon
N/A,Louer un jeu gonflable / structure gonflable - Clapiers,France,N/A,50€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,"NLP Analysis: Ambiguous signals (remote: 0, onsite: 0)",Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/1497/27/20777/0/location-Jeu-gonflable-structure-gonflable-Clapiers
N/A,Location coiffeuse (mobilier) - Trappes,France,N/A,20€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,"NLP Analysis: Ambiguous signals (remote: 0, onsite: 0)",Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/989/19/40146/0/location-Coiffeuse-mobilier-Trappes
N/A,Louer une tonnelle - Couëron,France,N/A,15€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,"NLP Analysis: Ambiguous signals (remote: 0, onsite: 0)",Durée : 1 jour,detail_page,No,https://www.allovoisins.com/r/582/12/24144/0/location-Tonnelle-Coueron
N/A,Acheter une tv connectée - Orly,France,N/A,100€,N/A,N/A,allovoisins,general,unknown,N/A,N/A,N/A,on-site,MEDIUM,No,"NLP Analysis: Ambiguous signals (remote: 0, onsite: 0)",N/A,listing_page,No,https://www.allovoisins.com/r/1797/32/66099/0/location-Tv-connectee-Orly
